id,customer_id,session_id,channel,campaign_id,date,intent,status,order_id,variant_id
lead-00925,cust-0291,session-00925,Paid Social,camp-move,2026-03-21,purchase,converted,ord-00925,var-top-rose-m
lead-00926,cust-0151,session-00926,Organic,organic,2026-07-28,purchase,converted,ord-00926,var-sock-black-s
lead-00927,cust-0166,session-00927,Organic,organic,2026-04-29,purchase,converted,ord-00927,var-sock-ivory-m
lead-00928,cust-0239,session-00928,Organic,organic,2026-07-09,purchase,converted,ord-00928,var-sock-rose-s
lead-00929,cust-0288,session-00929,DM,camp-private,2026-02-11,purchase,converted,ord-00929,var-short-black-s
lead-00930,cust-0388,session-00930,Instagram,camp-studio,2026-05-04,purchase,converted,ord-00930,var-sock-black-m
lead-00931,cust-0197,session-00931,Paid Social,camp-move,2026-01-21,purchase,converted,ord-00931,var-sock-lilac-s
lead-00932,cust-0271,session-00932,Instagram,camp-studio,2026-08-18,purchase,converted,ord-00932,var-short-coral-l
lead-00933,cust-0161,session-00933,DM,camp-private,2026-08-16,purchase,converted,ord-00933,var-legging-navy-s
lead-00934,cust-0053,session-00934,Instagram,camp-studio,2026-02-04,purchase,converted,ord-00934,var-short-coral-m
lead-00935,cust-0189,session-00935,Organic,organic,2026-06-24,purchase,converted,ord-00935,var-sock-black-m
lead-00936,cust-0156,session-00936,Instagram,camp-studio,2026-09-05,purchase,converted,ord-00936,var-sock-ivory-l
lead-00937,cust-0063,session-00937,Paid Social,camp-move,2026-08-04,purchase,converted,ord-00937,var-sock-coral-s
lead-00938,cust-0393,session-00938,DM,camp-private,2026-08-22,purchase,converted,ord-00938,var-legging-olive-s
lead-00939,cust-0254,session-00939,Instagram,camp-studio,2026-07-14,purchase,converted,ord-00939,var-sock-coral-s
lead-00940,cust-0303,session-00940,Paid Social,camp-move,2026-06-19,purchase,converted,ord-00940,var-top-rose-m
lead-00941,cust-0113,session-00941,Paid Social,camp-move,2026-03-27,purchase,converted,ord-00941,var-sock-rose-l
lead-00942,cust-0158,session-00942,DM,camp-private,2026-09-06,purchase,converted,ord-00942,var-sock-lilac-l
lead-00943,cust-0244,session-00943,Paid Social,camp-move,2026-08-26,purchase,converted,ord-00943,var-sock-lilac-m
lead-00944,cust-0258,session-00944,Paid Social,camp-move,2026-04-30,purchase,converted,ord-00944,var-sock-lilac-s
lead-00945,cust-0142,session-00945,DM,camp-private,2026-08-09,purchase,converted,ord-00945,var-legging-navy-s
lead-00946,cust-0019,session-00946,Instagram,camp-studio,2026-07-13,purchase,converted,ord-00946,var-short-coral-m
lead-00947,cust-0355,session-00947,Paid Social,camp-move,2026-06-16,purchase,converted,ord-00947,var-sock-sage-s
lead-00948,cust-0353,session-00948,Instagram,camp-studio,2026-07-17,purchase,converted,ord-00948,var-sock-lilac-l
lead-00949,cust-0136,session-00949,Instagram,camp-studio,2026-06-09,purchase,converted,ord-00949,var-sock-coral-s
lead-00950,cust-0009,session-00950,DM,camp-private,2026-07-09,purchase,converted,ord-00950,var-sock-ivory-m
lead-00951,cust-0377,session-00951,Paid Social,camp-move,2026-06-24,purchase,converted,ord-00951,var-sock-coral-s
lead-00952,cust-0007,session-00952,Instagram,camp-studio,2026-03-21,purchase,converted,ord-00952,var-short-coral-l
lead-00953,cust-0183,session-00953,Instagram,camp-studio,2026-06-25,purchase,converted,ord-00953,var-legging-olive-s
lead-00954,cust-0348,session-00954,Organic,organic,2026-03-19,purchase,converted,ord-00954,var-sock-rose-s
lead-00955,cust-0360,session-00955,Organic,organic,2026-03-16,purchase,converted,ord-00955,var-top-black-l
lead-00956,cust-0005,session-00956,Organic,organic,2026-06-04,purchase,converted,ord-00956,var-sock-coral-l
lead-00957,cust-0250,session-00957,Instagram,camp-studio,2026-02-16,purchase,converted,ord-00957,var-sock-ivory-s
lead-00958,cust-0026,session-00958,Instagram,camp-studio,2026-01-28,purchase,converted,ord-00958,var-sock-coral-l
lead-00959,cust-0366,session-00959,Instagram,camp-studio,2026-08-18,purchase,converted,ord-00959,var-top-black-s
lead-00960,cust-0182,session-00960,Organic,organic,2026-01-27,purchase,converted,ord-00960,var-legging-olive-l
lead-00961,cust-0297,session-00961,DM,camp-private,2026-01-21,purchase,converted,ord-00961,var-sock-sage-s
lead-00962,cust-0224,session-00962,Instagram,camp-studio,2025-11-22,purchase,converted,ord-00962,var-top-black-l
lead-00963,cust-0239,session-00963,Organic,organic,2026-04-25,purchase,converted,ord-00963,var-sock-ivory-m
lead-00964,cust-0125,session-00964,Paid Social,camp-move,2026-07-16,purchase,converted,ord-00964,var-legging-navy-m
lead-00965,cust-0044,session-00965,Instagram,camp-studio,2026-01-10,browse,lost,,
lead-00966,cust-0346,session-00966,DM,camp-private,2026-07-15,purchase,converted,ord-00966,var-sock-coral-s
lead-00967,cust-0346,session-00967,Organic,organic,2026-08-15,purchase,converted,ord-00967,var-short-navy-m
lead-00968,cust-0103,session-00968,Instagram,camp-studio,2026-01-12,purchase,converted,ord-00968,var-sock-ivory-s
lead-00969,cust-0259,session-00969,Paid Social,camp-move,2026-05-07,purchase,converted,ord-00969,var-sock-ivory-l
lead-00970,cust-0222,session-00970,DM,camp-private,2026-06-13,purchase,converted,ord-00970,var-top-rose-l
lead-00971,cust-0055,session-00971,Paid Social,camp-move,2026-05-17,purchase,converted,ord-00971,var-sock-lilac-s
lead-00972,cust-0182,session-00972,Paid Social,camp-move,2025-12-13,purchase,converted,ord-00972,var-top-black-l
lead-00973,cust-0263,session-00973,Instagram,camp-studio,2026-04-30,purchase,converted,ord-00973,var-legging-navy-m
lead-00974,cust-0338,session-00974,Organic,organic,2026-07-23,purchase,converted,ord-00974,var-sock-ivory-l
lead-00975,cust-0166,session-00975,Organic,organic,2026-07-20,purchase,converted,ord-00975,var-sock-ivory-l
lead-00976,cust-0396,session-00976,Instagram,camp-studio,2026-08-29,purchase,converted,ord-00976,var-sock-lilac-m
lead-00977,cust-0129,session-00977,Instagram,camp-studio,2026-07-18,purchase,converted,ord-00977,var-sock-black-s
lead-00978,cust-0358,session-00978,Paid Social,camp-move,2026-05-10,browse,lost,,
lead-00979,cust-0147,session-00979,Instagram,camp-studio,2026-01-15,purchase,converted,ord-00979,var-sock-ivory-s
lead-00980,cust-0291,session-00980,Organic,organic,2026-06-28,purchase,converted,ord-00980,var-sock-coral-s
lead-00981,cust-0225,session-00981,DM,camp-private,2026-04-28,purchase,converted,ord-00981,var-sock-coral-m
lead-00982,cust-0256,session-00982,Instagram,camp-studio,2026-01-24,purchase,converted,ord-00982,var-short-navy-l
lead-00983,cust-0295,session-00983,Organic,organic,2026-01-23,purchase,converted,ord-00983,var-sock-black-m
lead-00984,cust-0057,session-00984,Paid Social,camp-move,2026-07-17,purchase,converted,ord-00984,var-sock-sage-m
lead-00985,cust-0376,session-00985,Organic,organic,2026-03-09,purchase,converted,ord-00985,var-sock-black-l
lead-00986,cust-0360,session-00986,Instagram,camp-studio,2026-03-01,purchase,converted,ord-00986,var-legging-black-l
lead-00987,cust-0067,session-00987,DM,camp-private,2026-09-17,purchase,converted,ord-00987,var-top-sand-m
lead-00988,cust-0195,session-00988,DM,camp-private,2026-09-06,purchase,converted,ord-00988,var-short-coral-m
lead-00989,cust-0316,session-00989,Instagram,camp-studio,2026-05-29,purchase,converted,ord-00989,var-sock-black-s
lead-00990,cust-0008,session-00990,Organic,organic,2026-01-27,purchase,converted,ord-00990,var-sock-sage-m
lead-00991,cust-0126,session-00991,Instagram,camp-studio,2026-07-06,purchase,converted,ord-00991,var-sock-coral-l
lead-00992,cust-0377,session-00992,Organic,organic,2026-06-24,purchase,converted,ord-00992,var-sock-sage-l
lead-00993,cust-0335,session-00993,Paid Social,camp-move,2026-01-25,purchase,converted,ord-00993,var-short-coral-m
lead-00994,cust-0380,session-00994,Instagram,camp-studio,2026-07-02,purchase,converted,ord-00994,var-sock-lilac-l
lead-00995,cust-0139,session-00995,DM,camp-private,2026-02-11,purchase,converted,ord-00995,var-top-sand-s
lead-00996,cust-0195,session-00996,DM,camp-private,2026-01-23,purchase,converted,ord-00996,var-legging-black-s
lead-00997,cust-0015,session-00997,DM,camp-private,2026-06-28,purchase,converted,ord-00997,var-short-navy-s
lead-00998,cust-0284,session-00998,Organic,organic,2026-04-08,purchase,converted,ord-00998,var-top-rose-l
lead-00999,cust-0196,session-00999,DM,camp-private,2026-07-09,purchase,converted,ord-00999,var-sock-rose-l
lead-01000,cust-0020,session-01000,Instagram,camp-studio,2026-08-03,purchase,converted,ord-01000,var-short-black-m
lead-01001,cust-0292,session-01001,Instagram,camp-studio,2026-08-26,purchase,converted,ord-01001,var-sock-black-s
lead-01002,cust-0184,session-01002,DM,camp-private,2026-06-20,purchase,converted,ord-01002,var-legging-olive-l
lead-01003,cust-0142,session-01003,Organic,organic,2026-08-09,purchase,converted,ord-01003,var-legging-black-m
lead-01004,cust-0022,session-01004,DM,camp-private,2026-07-02,purchase,converted,ord-01004,var-sock-sage-l
lead-01005,cust-0167,session-01005,Paid Social,camp-move,2026-07-11,purchase,converted,ord-01005,var-top-black-s
lead-01006,cust-0334,session-01006,Paid Social,camp-move,2026-06-09,browse,lost,,
lead-01007,cust-0303,session-01007,Instagram,camp-studio,2026-04-15,purchase,converted,ord-01007,var-top-rose-m
lead-01008,cust-0111,session-01008,Organic,organic,2026-04-03,purchase,converted,ord-01008,var-legging-black-l
lead-01009,cust-0323,session-01009,DM,camp-private,2026-06-29,purchase,converted,ord-01009,var-sock-black-m
lead-01010,cust-0269,session-01010,Paid Social,camp-move,2026-09-01,purchase,converted,ord-01010,var-sock-sage-l
lead-01011,cust-0384,session-01011,DM,camp-private,2026-01-25,purchase,converted,ord-01011,var-sock-coral-m
lead-01012,cust-0215,session-01012,Paid Social,camp-move,2026-01-17,purchase,converted,ord-01012,var-sock-lilac-m
lead-01013,cust-0061,session-01013,Paid Social,camp-move,2026-02-19,purchase,converted,ord-01013,var-short-navy-s
lead-01014,cust-0233,session-01014,Instagram,camp-studio,2026-07-20,purchase,converted,ord-01014,var-sock-black-m
lead-01015,cust-0086,session-01015,Instagram,camp-studio,2026-02-05,purchase,converted,ord-01015,var-top-black-l
lead-01016,cust-0286,session-01016,DM,camp-private,2026-05-16,purchase,converted,ord-01016,var-short-coral-l
lead-01017,cust-0182,session-01017,Organic,organic,2026-05-09,purchase,converted,ord-01017,var-sock-ivory-m
lead-01018,cust-0004,session-01018,DM,camp-private,2026-07-22,purchase,converted,ord-01018,var-sock-ivory-l
lead-01019,cust-0144,session-01019,Instagram,camp-studio,2026-09-05,purchase,converted,ord-01019,var-short-black-s
lead-01020,cust-0219,session-01020,Instagram,camp-studio,2026-08-20,purchase,converted,ord-01020,var-sock-rose-s
lead-01021,cust-0295,session-01021,Instagram,camp-studio,2026-08-03,purchase,converted,ord-01021,var-sock-lilac-l
lead-01022,cust-0106,session-01022,Organic,organic,2026-07-01,purchase,converted,ord-01022,var-top-rose-l
lead-01023,cust-0293,session-01023,DM,camp-private,2026-08-21,purchase,converted,ord-01023,var-sock-ivory-s
lead-01024,cust-0375,session-01024,Instagram,camp-studio,2026-08-30,purchase,converted,ord-01024,var-sock-black-l
lead-01025,cust-0172,session-01025,Paid Social,camp-move,2026-06-08,purchase,converted,ord-01025,var-sock-sage-m
lead-01026,cust-0362,session-01026,Instagram,camp-studio,2026-06-15,purchase,converted,ord-01026,var-legging-black-m
lead-01027,cust-0126,session-01027,DM,camp-private,2026-07-06,purchase,converted,ord-01027,var-sock-coral-s
lead-01028,cust-0046,session-01028,Organic,organic,2026-06-13,purchase,converted,ord-01028,var-sock-coral-l
lead-01029,cust-0195,session-01029,DM,camp-private,2026-08-11,purchase,converted,ord-01029,var-top-black-s
lead-01030,cust-0343,session-01030,Paid Social,camp-move,2026-05-28,purchase,converted,ord-01030,var-sock-rose-m
lead-01031,cust-0387,session-01031,Paid Social,camp-move,2026-02-16,purchase,converted,ord-01031,var-sock-lilac-l
lead-01032,cust-0178,session-01032,Paid Social,camp-move,2026-09-13,purchase,converted,ord-01032,var-short-black-m
lead-01033,cust-0015,session-01033,Instagram,camp-studio,2026-06-28,purchase,converted,ord-01033,var-legging-olive-l
lead-01034,cust-0028,session-01034,Paid Social,camp-move,2026-02-06,purchase,converted,ord-01034,var-sock-ivory-l
lead-01035,cust-0310,session-01035,Instagram,camp-studio,2026-06-25,purchase,converted,ord-01035,var-sock-sage-m
lead-01036,cust-0284,session-01036,DM,camp-private,2025-12-24,purchase,converted,ord-01036,var-short-navy-l
lead-01037,cust-0368,session-01037,Instagram,camp-studio,2026-05-14,purchase,converted,ord-01037,var-sock-rose-m
lead-01038,cust-0249,session-01038,Instagram,camp-studio,2026-05-28,purchase,converted,ord-01038,var-legging-black-m
lead-01039,cust-0259,session-01039,Organic,organic,2026-09-17,purchase,converted,ord-01039,var-sock-ivory-m
lead-01040,cust-0201,session-01040,Organic,organic,2026-06-21,purchase,converted,ord-01040,var-sock-black-s
lead-01041,cust-0104,session-01041,Instagram,camp-studio,2026-09-07,purchase,converted,ord-01041,var-sock-black-l
lead-01042,cust-0288,session-01042,Paid Social,camp-move,2026-02-11,purchase,converted,ord-01042,var-sock-black-s
lead-01043,cust-0191,session-01043,DM,camp-private,2026-06-28,purchase,converted,ord-01043,var-sock-sage-l
lead-01044,cust-0043,session-01044,Paid Social,camp-move,2025-12-10,purchase,converted,ord-01044,var-sock-lilac-s
lead-01045,cust-0268,session-01045,Organic,organic,2026-07-09,purchase,converted,ord-01045,var-sock-sage-m
lead-01046,cust-0138,session-01046,Instagram,camp-studio,2026-09-10,purchase,converted,ord-01046,var-sock-rose-m
lead-01047,cust-0248,session-01047,Paid Social,camp-move,2026-08-30,purchase,converted,ord-01047,var-top-sand-m
lead-01048,cust-0066,session-01048,Instagram,camp-studio,2025-12-29,purchase,converted,ord-01048,var-sock-ivory-s
lead-01049,cust-0281,session-01049,Paid Social,camp-move,2026-05-09,purchase,converted,ord-01049,var-short-coral-s
lead-01050,cust-0315,session-01050,Paid Social,camp-move,2026-08-26,purchase,converted,ord-01050,var-sock-sage-l
lead-01051,cust-0242,session-01051,Instagram,camp-studio,2026-05-16,purchase,converted,ord-01051,var-top-rose-s
lead-01052,cust-0003,session-01052,DM,camp-private,2026-02-28,purchase,converted,ord-01052,var-sock-black-m
lead-01053,cust-0081,session-01053,Instagram,camp-studio,2025-12-14,purchase,converted,ord-01053,var-sock-rose-s
lead-01054,cust-0189,session-01054,Organic,organic,2026-08-07,purchase,converted,ord-01054,var-legging-olive-s
lead-01055,cust-0053,session-01055,Instagram,camp-studio,2026-02-04,purchase,converted,ord-01055,var-sock-lilac-s
lead-01056,cust-0002,session-01056,Organic,organic,2026-01-18,purchase,converted,ord-01056,var-sock-black-s
lead-01057,cust-0218,session-01057,Paid Social,camp-move,2026-08-31,purchase,converted,ord-01057,var-sock-lilac-s
lead-01058,cust-0310,session-01058,Organic,organic,2026-05-12,purchase,converted,ord-01058,var-short-navy-l
lead-01059,cust-0251,session-01059,Organic,organic,2026-09-12,purchase,converted,ord-01059,var-sock-sage-l
lead-01060,cust-0188,session-01060,Organic,organic,2026-05-30,purchase,converted,ord-01060,var-sock-rose-s
lead-01061,cust-0270,session-01061,Instagram,camp-studio,2026-08-22,purchase,converted,ord-01061,var-top-rose-m
lead-01062,cust-0018,session-01062,Instagram,camp-studio,2026-08-19,purchase,converted,ord-01062,var-legging-olive-l
lead-01063,cust-0293,session-01063,Organic,organic,2026-08-21,purchase,converted,ord-01063,var-top-rose-s
lead-01064,cust-0332,session-01064,Organic,organic,2026-06-28,purchase,converted,ord-01064,var-short-coral-m
lead-01065,cust-0068,session-01065,Paid Social,camp-move,2025-11-03,purchase,converted,ord-01065,var-legging-black-m
lead-01066,cust-0009,session-01066,Organic,organic,2026-03-11,purchase,converted,ord-01066,var-short-black-s
lead-01067,cust-0343,session-01067,Instagram,camp-studio,2025-11-22,purchase,converted,ord-01067,var-legging-black-l
lead-01068,cust-0142,session-01068,Instagram,camp-studio,2026-08-09,purchase,converted,ord-01068,var-legging-black-s
lead-01069,cust-0180,session-01069,Instagram,camp-studio,2025-12-09,purchase,converted,ord-01069,var-sock-ivory-s
lead-01070,cust-0045,session-01070,Instagram,camp-studio,2026-03-13,purchase,converted,ord-01070,var-legging-olive-s
lead-01071,cust-0042,session-01071,Instagram,camp-studio,2026-02-11,purchase,converted,ord-01071,var-short-coral-l
lead-01072,cust-0028,session-01072,DM,camp-private,2026-04-04,purchase,converted,ord-01072,var-sock-rose-s
lead-01073,cust-0179,session-01073,Paid Social,camp-move,2026-08-16,purchase,converted,ord-01073,var-sock-lilac-s
lead-01074,cust-0108,session-01074,Paid Social,camp-move,2026-09-16,purchase,converted,ord-01074,var-sock-sage-m
lead-01075,cust-0283,session-01075,Instagram,camp-studio,2026-04-26,purchase,converted,ord-01075,var-sock-black-m
lead-01076,cust-0166,session-01076,Paid Social,camp-move,2026-03-31,purchase,converted,ord-01076,var-sock-ivory-s
lead-01077,cust-0005,session-01077,Paid Social,camp-move,2025-12-12,purchase,converted,ord-01077,var-sock-ivory-l
lead-01078,cust-0295,session-01078,Paid Social,camp-move,2026-09-12,purchase,converted,ord-01078,var-sock-sage-m
